FANTOM5_Sample_ID	Characteristics [description]	Sample types category	Experiments category	Chracteristics [Species]	Characteristics [Sex]	Characteristics [Age]	Unit[Age]	Characteristics [Developmental stage]	UBERON ID	UBERON label	CL ID	CL label	NCIT ID	NCIT label
12734-135H7	H9 Embryoid body cells, melanocytic induction, day24, biol_rep2 (H9EB-2 d24)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12735-135H8	H9 Embryoid body cells, melanocytic induction, day27, biol_rep2 (H9EB-2 d27)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12736-135H9	H9 Embryoid body cells, melanocytic induction, day30, biol_rep2 (H9EB-2 d30)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12737-135I1	H9 Embryoid body cells, melanocytic induction, day34, biol_rep2 (H9EB-2 d34)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12738-135I2	H9 Embryoid body cells, melanocytic induction, day41, biol_rep2 (H9EB-2 d41)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12739-135I3	Melanocyte, donor2 (MC+2)	primary cells	snapshot	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001003	skin epidermis	CL:0000148	melanocyte	NA	NA
12740-135I4	Aortic smooth muscle cell response to FGF2, 00hr00min, biol_rep2 (LK2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12741-135I5	Aortic smooth muscle cell response to FGF2, 00hr15min, biol_rep2 (LK5)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12742-135I6	Aortic smooth muscle cell response to FGF2, 00hr30min, biol_rep2 (LK8)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12743-135I7	Aortic smooth muscle cell response to FGF2, 00hr45min, biol_rep2 (LK11)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12744-135I8	Aortic smooth muscle cell response to FGF2, 01hr, biol_rep2 (LK14)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12745-135I9	Aortic smooth muscle cell response to FGF2, 02hr, biol_rep2 (LK17)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12746-136A1	Aortic smooth muscle cell response to FGF2, 03hr, biol_rep2 (LK20)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12747-136A2	Aortic smooth muscle cell response to FGF2, 04hr, biol_rep2 (LK23)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12748-136A3	Aortic smooth muscle cell response to FGF2, 05hr, biol_rep2 (LK26)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12749-136A4	Aortic smooth muscle cell response to FGF2, 06hr, biol_rep2 (LK29)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12750-136A5	Aortic smooth muscle cell response to IL1b, 00hr00min, biol_rep2 (LK32)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12751-136A6	Aortic smooth muscle cell response to IL1b, 00hr15min, biol_rep2 (LK35)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12752-136A7	Aortic smooth muscle cell response to IL1b, 00hr30min, biol_rep2 (LK38)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12753-136A8	Aortic smooth muscle cell response to IL1b, 00hr45min, biol_rep2 (LK41)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12754-136A9	Aortic smooth muscle cell response to IL1b, 01hr, biol_rep2 (LK44)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12755-136B1	Aortic smooth muscle cell response to IL1b, 02hr, biol_rep2 (LK47)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12756-136B2	Aortic smooth muscle cell response to IL1b, 03hr, biol_rep2 (LK50)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12757-136B3	Aortic smooth muscle cell response to IL1b, 04hr, biol_rep2 (LK53)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12758-136B4	Aortic smooth muscle cell response to IL1b, 05hr, biol_rep2 (LK56)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12759-136B5	Aortic smooth muscle cell response to IL1b, 06hr, biol_rep2 (LK59)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12760-136B6	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr00min, biol_rep2 (A2 T0)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12761-136B7	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr15min, biol_rep2 (A2 T1)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12762-136B8	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr30min, biol_rep2 (A2 T2)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12763-136B9	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr45min, biol_rep2 (A2 T3)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12764-136C1	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr00min, biol_rep2 (A2 T4)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12765-136C2	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr20min, biol_rep2 (A2 T5)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12766-136C3	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr40min, biol_rep2 (A2 T6)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12767-136C4	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr00min, biol_rep2 (A2 T7)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12768-136C5	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr30min, biol_rep2 (A2 T8)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12769-136C6	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 03hr, biol_rep2 (A2 T9)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12770-136C7	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 04hr, biol_rep2 (A2 T10)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12771-136C8	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 08hr, biol_rep2 (A2 T11)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12772-136C9	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 24hr, biol_rep2 (A2 T12)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12773-136D1	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day04, biol_rep2 (A2 T13)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12774-136D2	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day07, biol_rep2 (A2 T14)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12775-136D3	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day14, biol_rep2 (A2 T15)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12776-136D4	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day21, biol_rep2 (A2 T16)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12777-136D5	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day28, biol_rep2 (A2 T17)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12795-136F5	Saos-2 osteosarcoma cell line, untreated control, day28, biol_rep2 (B2 T17)	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
12796-136F6	Monocyte-derived macrophages response to LPS, 00hr00min, donor2 (t1 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12797-136F7	Monocyte-derived macrophages response to LPS, 00hr15min, donor2 (t2 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12798-136F8	Monocyte-derived macrophages response to LPS, 00hr30min, donor2 (t3 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12799-136F9	Monocyte-derived macrophages response to LPS, 00hr45min, donor2 (t4 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12800-136G1	Monocyte-derived macrophages response to LPS, 01hr00min, donor2 (t5 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12801-136G2	Monocyte-derived macrophages response to LPS, 01hr20min, donor2 (t6 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12802-136G3	Monocyte-derived macrophages response to LPS, 01hr40min, donor2 (t7 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12803-136G4	Monocyte-derived macrophages response to LPS, 02hr00min, donor2 (t8 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12804-136G5	Monocyte-derived macrophages response to LPS, 02hr30min, donor2 (t9 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12805-136G6	Monocyte-derived macrophages response to LPS, 03hr00min, donor2 (t10 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12806-136G7	Monocyte-derived macrophages response to LPS, 03hr30min, donor2 (t11 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12807-136G8	Monocyte-derived macrophages response to LPS, 04hr, donor2 (t12 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12808-136G9	Monocyte-derived macrophages response to LPS, 05hr, donor2 (t13 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12809-136H1	Monocyte-derived macrophages response to LPS, 06hr, donor2 (t14 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12810-136H2	Monocyte-derived macrophages response to LPS, 07hr, donor2 (t15 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12811-136H3	Monocyte-derived macrophages response to LPS, 08hr, donor2 (t16 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12812-136H4	Monocyte-derived macrophages response to LPS, 10hr, donor2 (t17 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12813-136H5	Monocyte-derived macrophages response to LPS, 12hr, donor2 (t18 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12814-136H6	Monocyte-derived macrophages response to LPS, 14hr, donor2 (t19 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12815-136H7	Monocyte-derived macrophages response to LPS, 16hr, donor2 (t20 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12816-136H8	Monocyte-derived macrophages response to LPS, 18hr, donor2 (t21 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12817-136H9	Monocyte-derived macrophages response to LPS, 20hr, donor2 (t22 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12818-136I1	Monocyte-derived macrophages response to LPS, 22hr, donor2 (t23 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12819-136I2	Monocyte-derived macrophages response to LPS, 24hr, donor2 (t24 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12820-136I3	Monocyte-derived macrophages response to LPS, 36hr, donor2 (t25 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12821-136I4	Monocyte-derived macrophages response to LPS, 48hr, donor2 (t26 Subject2)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
12822-136I5	H9 Embryonic Stem cells, biol_rep3 (H9ES-3)	stem cells	snapshot	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0002322	embryonic stem cell	NA	NA
12823-136I6	H9 Embryoid body cells, melanocytic induction, day00, biol_rep3 (H9EB-3 d0)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0014374	embryoid body	CL:0002322	embryonic stem cell	NA	NA
12824-136I7	H9 Embryoid body cells, melanocytic induction, day01, biol_rep3 (H9EB-3 d1)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12825-136I8	H9 Embryoid body cells, melanocytic induction, day03, biol_rep3 (H9EB-3 d3)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12826-136I9	H9 Embryoid body cells, melanocytic induction, day06, biol_rep3 (H9EB-3 d6)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12827-137A1	H9 Embryoid body cells, melanocytic induction, day09, biol_rep3 (H9EB-3 d9)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12828-137A2	H9 Embryoid body cells, melanocytic induction, day12, biol_rep3 (H9EB-3 d12)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12829-137A3	H9 Embryoid body cells, melanocytic induction, day15, biol_rep3 (H9EB-3 d15)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12830-137A4	H9 Embryoid body cells, melanocytic induction, day18, biol_rep3 (H9EB-3 d18)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12831-137A5	H9 Embryoid body cells, melanocytic induction, day21, biol_rep3 (H9EB-3 d21)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12832-137A6	H9 Embryoid body cells, melanocytic induction, day24, biol_rep3 (H9EB-3 d24)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12833-137A7	H9 Embryoid body cells, melanocytic induction, day27, biol_rep3 (H9EB-3 d27)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12834-137A8	H9 Embryoid body cells, melanocytic induction, day30, biol_rep3 (H9EB-3 d30)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12835-137A9	H9 Embryoid body cells, melanocytic induction, day34, biol_rep3 (H9EB-3 d34)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12836-137B1	H9 Embryoid body cells, melanocytic induction, day41, biol_rep3 (H9EB-3 d41)	stem cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	NA	NA	CL:0000148	melanocyte	NA	NA
12837-137B2	Melanocyte, donor3 (MC+3)	primary cells	snapshot	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001003	skin epidermis	CL:0000148	melanocyte	NA	NA
12838-137B3	Aortic smooth muscle cell response to FGF2, 00hr00min, biol_rep3 (LK3)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12839-137B4	Aortic smooth muscle cell response to FGF2, 00hr15min, biol_rep3 (LK6)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12840-137B5	Aortic smooth muscle cell response to FGF2, 00hr30min, biol_rep3 (LK9)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12841-137B6	Aortic smooth muscle cell response to FGF2, 00hr45min, biol_rep3 (LK12)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12842-137B7	Aortic smooth muscle cell response to FGF2, 01hr, biol_rep3 (LK15)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12843-137B8	Aortic smooth muscle cell response to FGF2, 02hr, biol_rep3 (LK18)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12844-137B9	Aortic smooth muscle cell response to FGF2, 03hr, biol_rep3 (LK21)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
12845-137C1	Aortic smooth muscle cell response to FGF2, 04hr, biol_rep3 (LK24)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
